Protein.Group,AccessionID,AreaAvg,AreaSD,AreaRSD,missingAreaCount,method,mass
1815,I7FIV6,1306.933085,1270.04808735256,97.1777439816332,1,DDA,28101
1890,A0A2U9PUF3,1109.01827,351.863164969932,31.7274452989789,1,DDA,96783
31,A0QYY6,861299.753333333,33079.7491338815,3.84067788314799,0,DDA,53316
1216,I7GBW4,11116.4573333333,2308.73903565048,20.7686582732396,0,DDA,27074
1820,A0A8B4QIF2,792.756276666667,211.909777484592,26.7307599727394,0,DDA,38607
1748,A0A2U9PTV4,648.638963333333,470.594943643519,72.5511371110283,0,DDA,32131
2650,A0A653FKM3,NA,NA,NA,3,DDA,39134
1714,A0A2U9PHR0,4573.6451,2131.05728225011,46.5942860815789,0,DDA,41108
123,I7FJ29,533819.066666667,44927.3415769933,8.41621148107985,0,DDA,33686
1065,I7FI54,26122.0713333333,39478.2138989606,151.129722429722,0,DDA,58281
1179,L0IUE7,245.50983,NA,NA,2,DDA,22385
746,A0A2U9PUJ1,127307.926666667,10074.9911314816,7.9138757462143,0,DDA,43944
1601,A0A8B4QKY1,5438.6219,680.883094428199,12.5194048593119,0,DDA,35948
1025,A0R3P3,9273.44216666667,1886.98105516327,20.3482269177891,0,DDA,11034
161,L0IYS7,5223.37576666667,4053.78851353662,77.6085944152468,0,DDA,22385
244,L0IRD9,110.89705,NA,NA,2,DDA,23173
2104,A0A8B4R5U8,5157.038,955.117245609669,18.5206555703035,0,DDA,10454
2689,I7FL63,849.775766666667,103.095115358202,12.1320375800551,0,DDA,32120
2387,A0A653FAI3,160.3581,NA,NA,2,DDA,54358
2266,I7GCP6,964.61523,NA,NA,2,DDA,85699
195,L0J3A7,14926.544,4220.77207646516,28.2769546417788,0,DDA,34799
2295,I7GBZ0,2598.3169,317.097556616462,12.2039600564682,0,DDA,48115
1810,I7FYX6,2604.9902,NA,NA,2,DDA,45805
724,I7FUI2,126579.64,6799.04983952906,5.3713613338836,0,DDA,41512
2355,A0A2U9PX26,308.39142,NA,NA,2,DDA,51617
694,A0A2U9PQL4,13784.3136666667,3463.46381660576,25.1261245235672,0,DDA,56311
2844,A0A8B4R3H7,850.93652,344.453180877844,40.4793040117545,1,DDA,40774
413,A0R1X8,34774.151,5701.00672562557,16.3943807733094,0,DDA,128937
1446,A0A653FFV5,5977.6832,1835.96387649347,30.7136362879429,0,DDA,16196
2152,I7GAH7,1068.27793,219.400908218799,20.5378115617159,1,DDA,6936
859,A0A653FBM8,7970.33533333333,1098.86144044476,13.7868909460952,0,DDA,25734
952,Q6QEX0,221327.063333333,21758.4437948451,9.83090068930045,0,DDA,27280
201,L0IYY4,34038.0543333333,745.144652887166,2.18915172292163,0,DDA,44095
1637,A0A2U9PKY5,62819.0793333333,1100.62698652965,1.75205844818173,0,DDA,6080
1398,I7GEQ6,29359.3713333333,4489.12375804514,15.2902584564145,0,DDA,5649
2881,A0A2U9PHQ6,376.3056,NA,NA,2,DDA,11037
2772,I7G5G5,NA,NA,NA,3,DDA,11844
336,L0ITA0,18865.3293333333,62.368689976089,0.330599529295728,0,DDA,9816
302,A0QYW6,840965.3,7353.40086286611,0.874400033255368,0,DDA,23972
1726,Q9XCD9,1048.92826666667,456.450189742346,43.5158632146385,0,DDA,39910
864,P0C560,6649.0658,778.832590679743,11.7134137953597,0,DDA,26219
2136,L0J541,715.3088,NA,NA,2,DDA,26814
489,A0A653FKA5,27659.6173333333,1010.5645502195,3.65357386561397,0,DDA,20780
2402,I7G4I6,1986.80176666667,518.247230242539,26.0844961453815,0,DDA,15267
2125,I7FDV8,359.597566666667,27.3185528560891,7.59697934258058,0,DDA,22843
835,A0A8B4QI77,16040.6653333333,3945.15987031405,24.5947396091844,0,DDA,10245
294,I7FFZ0,50281.812,35794.9057767236,71.1885756557931,0,DDA,19214
1339,A0A8B4R707,6424.2894,343.615544393338,5.34869341959187,0,DDA,23940
2729,I7G080,779.85425,NA,NA,2,DDA,15229
2586,I7FCM9,698.49365,NA,NA,2,DDA,42294
937,A0QQD0,5811.5345,589.898213533275,10.1504725392799,0,DDA,38776
470,A0QVC7,57314.3946666667,4186.25043797255,7.30401230322549,0,DDA,37698
969,I7FPG6,4713.2717,1000.19662127933,21.2208564441412,0,DDA,39452
322,A0A8B4R5U2,29624.7406666667,13364.8797996744,45.1139132323692,0,DDA,32015
629,A0A8B4QFS1,12712.454,1056.75805995696,8.3127778472745,0,DDA,18744
1869,A0A2U9PPX6,2466.692,NA,NA,2,DDA,46162
82,A0QWQ4,75976.0983333333,6298.71222868281,8.29038653847186,0,DDA,55598
932,A0A2U9PHA4,11678.1523333333,2227.8233729022,19.0768480262349,0,DDA,46067
11,L0IT72,4555.33143333333,1434.11169356036,31.4820494303959,0,DDA,40481
2678,A0A8B4QKS9,NA,NA,NA,3,DDA,46926
1226,A0A8B4QHH0,884.167176666667,285.414317615027,32.2805828068677,0,DDA,47917
1504,L0IRU6,1631.96264,1693.48547045554,103.769867578313,1,DDA,47115
1299,A0A8B4R379,14472.4426666667,2448.12398080864,16.9157621639589,0,DDA,16763
1487,I7GCD3,1833.2772,259.293086812626,14.1436923348322,1,DDA,18736
1617,A0R411,11617.4176666667,1237.80876673836,10.6547668531359,0,DDA,26406
358,I7GAA4,10803.5593333333,2588.89389745048,23.9633422427986,0,DDA,39507
2104,A0QX83,5157.038,955.117245609669,18.5206555703035,0,DDA,42747
1133,I7F4Y8,3605.60783333333,1192.11841826965,33.0628973913547,0,DDA,23744
2263,A0A2U9PHH6,3743.7751,NA,NA,2,DDA,17125
2925,A0QY60,735.2783,NA,NA,2,DDA,28270
2513,A0A653FHW7,108.2080385,72.7079457698434,67.1927398165002,1,DDA,84173
1982,A0QS54,832.321236666667,117.912288398619,14.1666802676862,0,DDA,65697
1496,A0A8B4R5D7,2081.95005,1165.68016589639,55.9898238623157,1,DDA,58159
385,A0A2U9PSR5,129591.043333333,13659.3602474103,10.5403582655599,0,DDA,36030
86,A0A2U9PQI5,1626809.36666667,77836.7627583736,4.78462715750531,0,DDA,48847
1251,I7GE98,2082.5163,318.112329257308,15.2753824427357,0,DDA,28520
1578,I7G7C4,4160.39113333333,170.461960999436,4.09725805907247,0,DDA,18802
2366,A0A653FLD6,NA,NA,NA,3,DDA,40058
2708,I7FDS2,893.25015,471.408959094036,52.7745737399581,0,DDA,30941
311,A0QV18,77329.65,4660.83164849364,6.02722454904896,0,DDA,95100
1733,I7F515,4725.41293333333,1226.51433783468,25.9557070490661,0,DDA,34836
2052,A0A2U9PXM1,1247.90508666667,775.65607715946,62.1566564193875,0,DDA,16660
2312,A0R3S1,NA,NA,NA,3,DDA,48650
957,A0A2U9PXQ7,1895.75776666667,765.029424838034,40.3548089470943,0,DDA,52347
1874,A0R570,1182.82048,1002.4938790864,84.7545249712281,1,DDA,39452
1002,A0A653FEL5,11953.932,990.873731829137,8.28910296485823,0,DDA,21634
1841,A0R292,1778.55346666667,579.483021793964,32.5817037640156,0,DDA,27929
357,A0A8B4R473,127553.665,10701.4268841554,8.38974472756659,0,DDA,26130
2619,I7GFK1,NA,NA,NA,3,DDA,40205
2780,I7G538,NA,NA,NA,3,DDA,44506
1021,A0A8B4R266,3043.74176666667,1437.94269262427,47.2425981852928,0,DDA,49543
496,I7FGH9,38914.529,6859.67624871473,17.6275453538567,0,DDA,32568
1378,A0QPJ1,48048.2046666667,2705.27497374026,5.63033518631557,0,DDA,15207
1863,A0R4H4,3978.736,375.73226673094,9.44350835870838,0,DDA,26750
1001,I7FQN2,39566.3676666667,4550.02016354393,11.4997166327633,0,DDA,60840
1193,A0A2U9PYJ6,4275.6471,720.741624932493,16.8569016122143,0,DDA,61120
969,A0R045,4713.2717,1000.19662127933,21.2208564441412,0,DDA,43402
2340,A0A653FNM4,NA,NA,NA,3,DDA,44742
253,L0IPB9,2686.465,776.204677735035,28.8931617473161,0,DDA,19054
597,A0A2U9PZG2,12097.3303333333,2781.52940028078,22.9929192940733,0,DDA,28527
359,I7GC56,100483.576666667,11256.3449140178,11.2021738152876,0,DDA,14401
1721,I7FMP3,60.534218,NA,NA,2,DDA,32451
37,I7G857,2616.50423333333,1178.66842862909,45.0474497084037,0,DDA,59630
2243,A0A2U9PQW2,659.569176666667,284.147384405265,43.0807555079045,0,DDA,81690
1144,I7G8X4,8324.282,4040.61913564877,48.5401519992808,0,DDA,81711
1656,A0A2U9PRT3,5150.21483333333,601.235822411176,11.6739950054092,0,DDA,58083
2298,A0A2U9PRH7,3071.9245,407.749363970062,13.2734174934984,0,DDA,39324
180,L0J013,70526.25,9612.79197592978,13.6300908894628,0,DDA,63346
1182,A0QQY1,6588.61506666667,1309.10839384729,19.869249919765,0,DDA,120782
1124,A0A2U9PZ88,4624.13843333333,1907.12759434472,41.2428741448805,0,DDA,21854
2512,A0A8B4QHW4,NA,NA,NA,3,DDA,18944
2026,A0A8B4QIA0,1585.13203333333,537.385654167287,33.9016336094876,0,DDA,20837
1703,A0A2U9PK48,11817.6543333333,1092.35228498746,9.24339343643123,0,DDA,50783
67,A0R3N9,255344.73,8199.32209569181,3.21107942807036,0,DDA,24969
2799,A0A653FDL3,158.76303,NA,NA,2,DDA,26604
33,I7GG07,1065463.11666667,38989.7591725806,3.65941894774933,0,DDA,48674
2404,I7FNE8,427.47763,40.8154337758868,9.54796951033129,1,DDA,51879
33,A0A2U9PWB5,78816.97,3976.06052822389,5.04467569385614,0,DDA,28608
2513,A0A2U9PMV9,108.2080385,72.7079457698434,67.1927398165002,1,DDA,16295
1922,I7GD74,2252.31838333333,2163.97903664514,96.0778481700508,0,DDA,53592
1691,A0A653FAY7,3125.69236666667,480.162296080506,15.361789957358,0,DDA,47090
2024,A0A653FJ18,885.612965,238.298428869891,26.9077394175108,1,DDA,59431
225,Q939T2,211739.223333333,17798.9010862534,8.4060481596427,0,DDA,38955
1405,A0QYQ6,5136.7938,1549.83881899987,30.1713263047443,0,DDA,36730
1398,L0J4A5,26719.6183333333,4361.9357087516,16.3248428713893,0,DDA,17561
1829,L0IXS3,367.71127,NA,NA,2,DDA,27069
564,A0QUN9,66349.804,9314.35716011083,14.0382587416699,0,DDA,50731
1532,Q9KGW0,184770.9,25140.7895533911,13.6064659280174,0,DDA,11641
968,I7G3C6,2996.73019,1726.33118731783,57.6071610677047,0,DDA,30619
589,A0R5Z0,137397.662,35064.0463360122,25.5201186291017,0,DDA,43144
2807,A0QSE6,366.197295,271.190872583939,74.0559464219796,1,DDA,29378
394,P42829,159499.92,16228.3355065515,10.1745101229841,0,DDA,7205
222,L0J506,6082.06527,5108.08479368073,83.9860239395414,0,DDA,25794
1450,A0QW29,1063.39073333333,424.348629845807,39.9052405239259,0,DDA,20970
468,L0IW32,6564.168,266.622219841108,4.06178238949868,0,DDA,17425
616,A0QSL9,2336.9854,1531.1519547998,65.5182507686953,0,DDA,15316
1843,A0QYU2,878.023253333333,321.789791941933,36.6493473515978,0,DDA,54415
2018,L0IQK7,277.26144,NA,NA,2,DDA,34679
685,I7FKG6,16637.7306666667,1827.4117215604,10.9835395113204,0,DDA,12531
2328,A0QXC7,8487.5205,4254.55190084837,50.1271472728505,1,DDA,16692
414,A0A8B4QMZ0,92446.95,2751.08143047421,2.97584877648663,0,DDA,27670
2234,A0A2U9PMP0,NA,NA,NA,3,DDA,28353
699,A0R1C8,2006.96473333333,801.30585096505,39.9262546897959,0,DDA,17132
738,L0IPH0,NA,NA,NA,3,DDA,33801
1208,A0A8B4R3E2,9446.467,1200.55216947578,12.7090071820055,0,DDA,24061
1254,A0R2I1,238021.593333333,18928.7036008527,7.95251528895712,0,DDA,73899
573,A0A2U9PZW7,55720.1183333333,4143.13663878689,7.43562067474712,0,DDA,43147
75,A0A8B4R9N6,450717.783333333,22730.0190540886,5.04307127311158,0,DDA,32914
494,A0R2C0,20107.4023333333,3586.20993292589,17.8352721722825,0,DDA,49680
5,A0A6M4ARK3,23895.5906666667,5051.99491788307,21.1419545486707,0,DDA,13142
2222,A0A8B4R130,602.02615,41.4786716523686,6.88984550793492,1,DDA,50879
2173,I7GB31,6863.0212,5044.68474037468,73.5053060942705,0,DDA,121407
1198,A0QP46,7988.82116666667,714.085210732993,8.93855546188105,0,DDA,39818
2532,A0A2U9PY13,1286.069,NA,NA,2,DDA,54607
291,A0A8B4QKB7,57763.4516666667,4822.51964440316,8.34873870112937,0,DDA,38758
814,L0IVS2,2839.96496666667,1270.86898872382,44.7494600687088,0,DDA,78627
1036,I7FWY8,19321.1456666667,4338.11759870711,22.4526934041564,0,DDA,31164
1391,A0QYK0,5109.8813,2037.29901411758,39.8697913808209,0,DDA,35759
1510,A0A2U9PY40,5155.59506666667,2036.45332716133,39.4998695752495,0,DDA,48940
1672,L0J3M3,2014.9023,NA,NA,2,DDA,57891
2421,I7FD35,1482.7222,NA,NA,2,DDA,36953
1939,I7FBD0,194.028115,209.464141683751,107.955561844092,1,DDA,37373
1492,A0QNF5,92395.7646666667,2939.98738026294,3.18195037496517,0,DDA,34407
1109,A0A653FB06,36527.479,2177.48383183504,5.96122122699745,0,DDA,22494
966,A0A8B4QND2,3379.58266666667,2790.66410825084,82.5742224262061,0,DDA,24360
780,L0J001,4827.27196666667,1684.14788657114,34.8881914713017,0,DDA,32545
840,A0QTX2,121904.627666667,137680.506475311,112.941164835662,0,DDA,31609
2758,A0A8B4QMW7,1297.2701,40.2630843848307,3.10367782197637,1,DDA,22360
1945,A0R326,2585.3318,63.169188496608,2.44336871950471,0,DDA,36835
2633,A0A8B4QLA9,NA,NA,NA,3,DDA,37373
787,A0A2U9PNP7,14271.1853333333,1329.3530742005,9.31494506693514,0,DDA,43927
934,A0A653FLW5,1874.14802666667,1273.48841921321,67.9502579888642,0,DDA,41928
273,A0A2U9PJP3,113999.703,5063.84788111048,4.4419833980712,0,DDA,57296
1006,I7FSA0,10895.8565333333,7239.21576245147,66.4400796789567,0,DDA,43657
662,A0A8B4QP74,145820.383333333,1147.88256770165,0.787189377412134,0,DDA,51214
1448,A0R3Y8,6043.3882,1602.11372246708,26.5101904667828,0,DDA,38961
421,A0R6D7,71272.1003333333,9022.49857570453,12.6592292545149,0,DDA,17268
1510,I7GFV7,5714.5793,2181.68764143508,38.1775722568953,0,DDA,31810
663,A0A8B4QIT5,32361.7853333333,2826.31390975212,8.73349192771809,0,DDA,43306
130,A0A2U9PV27,149321.673333333,20622.2966585449,13.8106519959158,0,DDA,26863
380,A0A2U9PQK6,30585.3646666667,2869.60626196737,9.38228559064655,0,DDA,13377
940,A0R5H5,26318.4666666667,2850.74542730008,10.8317306756729,0,DDA,26903
1136,A0A2U9PQL6,3655.38885,1109.68833969221,30.3576003874993,1,DDA,26167
2263,A0QNX2,3743.7751,NA,NA,2,DDA,45066
2634,I7FKT6,NA,NA,NA,3,DDA,25342
391,I7G703,64919.9673333333,7769.41233590072,11.9676775190112,0,DDA,42573
1571,A0A8B4QFU3,1948.205425,2549.51999183896,130.86504939996,1,DDA,24923
2396,L0ISD0,NA,NA,NA,3,DDA,41925
2471,A0A8B4QG44,NA,NA,NA,3,DDA,32196
285,A0R2G5,88323.8266666667,3282.0006084907,3.71587229896293,0,DDA,48639
1167,A0A8B4R5S0,20920.6873333333,9180.33190277053,43.8815979441714,0,DDA,15214
121,A0A2U9PVG5,154148.133333333,4228.50967905164,2.7431468598506,0,DDA,26785
1419,A0R517,1899.7759,762.492851478707,40.1359366375112,0,DDA,16923
1017,A0A653FFM6,18160.6808666667,18025.5616708561,99.2559794602273,0,DDA,22432
367,A0A2U9PQP3,87520.875,16369.4685248949,18.703501907282,0,DDA,14766
2155,Q9F869,NA,NA,NA,3,DDA,52623
615,I7FSX2,76993.9666666667,100898.663551254,131.047493614765,0,DDA,15527
394,L0IY22,79449.6533333333,4269.55167276768,5.37390849882586,0,DDA,27586
2735,A0QTU1,NA,NA,NA,3,DDA,7347
1585,A0A2U9PL21,1341.8719,803.055525179598,59.8459156331985,0,DDA,36967
846,I7FF54,19973.6656666667,4678.20238275925,23.4218518564999,0,DDA,21911
1272,I7F7X8,2161.90772666667,2216.05175530562,102.504456039964,0,DDA,20033
964,I7FXF5,11192.9543333333,2772.19125237461,24.7672881512511,0,DDA,16547
2483,A0R238,164.3679,NA,NA,2,DDA,54053
377,A0A2U9PN73,16167.2546666667,2936.32817346467,18.162194101629,0,DDA,82057
413,A0A2U9PVD5,28045.0463333333,5429.891961172,19.3613228398137,0,DDA,77458
281,A0A2U9PM52,24094.383,2008.67656771791,8.33670058169952,0,DDA,40335
2394,A0A8B4QL00,2754.46913333333,117.485830287117,4.26528033534147,0,DDA,41970
2871,A0A8B4QGV8,322.179796666667,148.840684175836,46.1980191544503,0,DDA,27628
751,A0A653FF17,787.599483333333,388.322490542379,49.3045639007904,0,DDA,75155
2324,I7G0I6,265.79648,NA,NA,2,DDA,98378
1857,I7FEQ0,757.017525,700.746461755792,92.5667423294846,1,DDA,36624
2469,A0R559,NA,NA,NA,3,DDA,9502
2458,A0QTZ3,209.198085,96.1353741876592,45.9542324145363,1,DDA,22431
881,I7FI06,137683.663333333,3852.81958584013,2.79831280818874,0,DDA,25021
1847,A0A2U9PNY6,714.765606666667,461.266265842821,64.533920146767,0,DDA,46555
2366,A0R698,NA,NA,NA,3,DDA,45897
456,A0A8B4QIK0,14107.494,3275.25924681864,23.2164496885034,0,DDA,39936
2624,A0R4M8,569.27936,NA,NA,2,DDA,37301
1373,A0A2U9PY15,20570.4023333333,872.011495285661,4.23915624573181,0,DDA,95965
1983,A0A2U9PM44,1362.80034666667,506.230059143112,37.1463112980065,0,DDA,63053
2532,I7GF15,1286.069,NA,NA,2,DDA,59617
2048,A0A2U9PXA7,348.044656666667,249.55463956104,71.7019022648138,0,DDA,27239
687,A0A653F8A1,25692.1436666667,5129.60365207453,19.9656506620339,0,DDA,21509
237,Q5QJ16,55122.4486666667,5574.49838452092,10.1129367786811,0,DDA,37852
1408,A0A2U9PT21,226.199616666667,49.5951926996411,21.9254097024956,0,DDA,40794
513,A0A8B4R511,93698.09,3282.49491182774,3.5032676886239,0,DDA,41140
2376,I7G8U1,1056.7037,NA,NA,2,DDA,17292
2307,A0QV67,1009.03525,67.1573958325142,6.65560453240005,1,DDA,36273
2105,I7GFQ1,NA,NA,NA,3,DDA,5728
805,A0A8B4R1L5,20158.218,578.569135820432,2.87014028631118,0,DDA,29319
2380,A0A2U9PQG5,801.97053,262.305188375868,32.707584451497,0,DDA,20933
361,A0QSG6,249043.686666667,24478.3283874887,9.8289295003297,0,DDA,33980
397,A0A2U9PVG4,13255.1126666667,1830.87014184358,13.8125581267051,0,DDA,16884
1344,A0R1D5,11149.2403333333,1597.44180057752,14.3278084678252,0,DDA,7252
1662,I7F8S9,7480.86893333333,5110.11350126576,68.3090901178079,0,DDA,15888
591,A0QZ86,45900.7313333333,1594.99868928389,3.47488731214527,0,DDA,28614
2288,A0A2U9PYL2,278.08666,156.837560297328,56.3988075865731,0,DDA,16045
438,A0A2U9PLE6,13564.751,3932.38255939221,28.9897142925234,0,DDA,10073
441,I7GC04,9424.20466666667,4229.54808384115,44.8796289282747,0,DDA,25378
1039,A0QQI0,6386.65023333333,3882.11130261137,60.7847801395132,0,DDA,126165
177,I7FJN7,178380.97,3747.22679779326,2.10068753286478,0,DDA,24566
784,I7FCB9,21157.4766666667,4569.69031952126,21.5984655992591,0,DDA,34722
1862,I7FH15,2482.56364333333,1882.85779038287,75.843283834398,0,DDA,13251
2737,L0J4M5,NA,NA,NA,3,DDA,27229
2442,I7G6X8,523.685073333333,110.028052522357,21.0103472726484,0,DDA,37953
538,L0J5E5,7601.22786666667,1777.22347811682,23.3807420234092,0,DDA,38953
1409,A0A2U9PYP9,5506.232,167.058147724078,3.03398308905397,0,DDA,24468
980,I7GG39,7650.798,3778.99714555052,49.3935030770715,0,DDA,37478
1500,I7FK69,4056.63616666667,405.442225784295,9.99454250089789,0,DDA,27895
1827,A0A8B4QL97,27568.933,2108.60390111965,7.64847845623785,0,DDA,55652
2533,A0A2U9PQZ8,1003.47666666667,124.304087807332,12.3873421212915,0,DDA,16476
1244,L0J1S9,12299.7563333333,703.102710068262,5.71639543917465,0,DDA,25517
1091,A0A8B4R442,8231.6394,3149.14189368577,38.2565579061417,0,DDA,23945
2417,A0A2U9PMC9,2531.88343333333,964.902137069995,38.110053739704,0,DDA,25916
676,A0QSK6,22893.547,6767.92789875476,29.562600757125,0,DDA,60192
916,A0A2U9PYA4,6792.5155,1192.27574056162,17.5527864538788,0,DDA,37201
2240,A0A8B4R5C6,1009.31335,NA,NA,2,DDA,47262
1526,A0R129,1330.783135,740.136820809146,55.6166366512562,1,DDA,29023
295,I7FN36,18958.505,3681.79971566895,19.4203061669101,0,DDA,28705
111,L0J3A8,3740.43213333333,496.821161825554,13.2824535806457,0,DDA,34596
2683,I7FLL1,706.76618,133.188823110938,18.8448212265814,1,DDA,58186
107,A0A8B4R7D7,298229.646666667,21056.7531701954,7.06058348173904,0,DDA,43892
1363,A0A653FEV2,5938.35256666667,1079.72444432862,18.1822219581464,0,DDA,54005
586,A0QTV8,10845.7473333333,2538.33062118872,23.4039254573764,0,DDA,29221
2569,I7GCJ2,271.45215,NA,NA,2,DDA,11606
526,A0QT70,10396.7088666667,2849.89778838948,27.4115378716303,0,DDA,27530
1449,I7FZ51,9067.632,2498.22926945247,27.5510659172369,0,DDA,31122
1833,A0A2U9PVD0,773.67505,92.0957792127576,11.9036770298794,1,DDA,26922
145,A0A2U9PNN8,64040.0533333333,11602.2958402953,18.1172488722089,0,DDA,34560
1809,A0A2U9PQU2,4171.25,NA,NA,2,DDA,55203
832,A0A2U9PK32,9704.27416666667,2862.15613185647,29.4937682375847,0,DDA,26775
1521,A0QQQ2,3323.79346666667,1185.99578463931,35.6819939786666,0,DDA,28298
1895,A0QZ09,704.10535,NA,NA,2,DDA,18964
836,A0A8B4R6G4,4179.50956666667,659.851493576125,15.7877732554728,0,DDA,23105
114,A0A2U9PWY9,69015.6983333333,13127.7863330193,19.0214496846999,0,DDA,55126
558,A0A2U9PSQ1,7129.41756666667,2416.97741518144,33.9014708085262,0,DDA,21403
1938,A0A2U9PVC5,2319.33783333333,349.007098779586,15.0477042957556,0,DDA,31451
2472,A0A2U9PY22,524.7987,NA,NA,2,DDA,56002
2403,A0QSW1,1341.1051,NA,NA,2,DDA,42243
2161,L0IWD9,NA,NA,NA,3,DDA,23761
2042,A0R5N4,1939.39155,864.164743886143,44.5585495041547,0,DDA,16420
2478,A0QUY5,844.146,NA,NA,2,DDA,30941
2474,A0QTM0,413.46875,NA,NA,2,DDA,37514
1723,A0A2U9PZR1,1220.0886,260.989698449364,21.3910447527634,0,DDA,78572
1455,A0QNE2,9374.30566666667,2442.38224812054,26.0540069309368,0,DDA,16753
30,L0IYF7,53595.818,7010.79105300479,13.0808546536314,0,DDA,36927
1012,A0R6A3,5525.7563,1840.64519621207,33.3102854393357,1,DDA,78179
2138,A0A8B4QMN9,NA,NA,NA,3,DDA,20980
2241,A0QY04,NA,NA,NA,3,DDA,50653
512,Q2YHI2,34125.551,2302.17182667563,6.7461821398155,0,DDA,44338
2586,A0A8B4QKH6,698.49365,NA,NA,2,DDA,52967
1368,I7FEI4,27294.9006666667,4565.11984022209,16.7251747715541,0,DDA,13532
2304,A0R130,NA,NA,NA,3,DDA,50266
556,A0A8B4R354,17093.634,6348.00132950301,37.1366400468327,0,DDA,32566
25,I7GAH5,589967.116666667,44460.9843543846,7.53618008501738,0,DDA,24771
1557,A0A2U9PRF1,2702.49265,87.5268794567989,3.23874625364102,1,DDA,49453
115,A0QUM7,241664.333333333,1577.98478501325,0.652965525879527,0,DDA,31011
847,A0A653FJ25,3922.24226666667,643.924580578862,16.4172566812428,0,DDA,26345
2730,A0R2A0,673.75824,NA,NA,2,DDA,39008
2205,I7FL03,2312.2821,252.14763136738,10.9047088747251,1,DDA,44268
786,I7FB24,13972.0626666667,576.572854324875,4.12661228395727,0,DDA,43804
4,I7FMV0,327073.523333333,7439.36311998772,2.27452318493111,0,DDA,46555
2785,A0R6K5,677.2386,NA,NA,2,DDA,26305
1546,A0R2I7,3825.6088,1116.30818076015,29.1798832321839,0,DDA,34035
2118,L0J347,2306.33403333333,217.274843587709,9.42078816196813,0,DDA,30819
1594,I6Y3Q0,119.72004,NA,NA,2,DDA,67903
1476,I7FYR9,7767.43356666667,2365.25892287782,30.4509707431313,0,DDA,63723
1806,A0A8B4R9W9,5723.4223,2991.40294099018,52.265983256035,0,DDA,93183
1197,L0IRX6,88.52454,NA,NA,2,DDA,24205
597,L0J7P6,1716.25922,2304.70441761395,134.286498843336,0,DDA,26053
2796,A0R2U6,4455.66653333333,783.247702537999,17.578687648154,0,DDA,49763
206,A0A8B4R0P2,187565.166666667,2154.41914977875,1.14862433577952,0,DDA,49763
1067,A0A8B4QJL6,48105.5403333333,3255.30097773176,6.76699805297913,0,DDA,35559
190,A0A2U9PYU9,337924.44,10575.7572310071,3.12962188559287,0,DDA,68035
221,A0A653FEY9,26802.7963333333,899.94196538351,3.35764206910118,0,DDA,32948
369,A0A8B4R1Q1,17068.949,4094.62351845209,23.98872665477,0,DDA,10557
438,A0QSQ1,13564.751,3932.38255939221,28.9897142925234,0,DDA,48781
2309,A0A2U9PZR3,NA,NA,NA,3,DDA,45006
1072,A0A2U9PQN2,358.016663333333,100.05924729487,27.9482095507129,0,DDA,21876
332,A0QTK6,282212.616666667,11465.1522867005,4.06259380679725,0,DDA,27292
2374,A0A2U9PUQ9,95.90166,NA,NA,2,DDA,41700
869,A0A2U9PNH3,41704.4656666667,4024.65299649502,9.65041256891542,0,DDA,44988
1079,A0QQJ9,1461.04376666667,584.127128298082,39.9801252792551,0,DDA,117991
2822,I7G342,NA,NA,NA,3,DDA,50343
22,A0A653F9E9,90787.2366666667,8883.86089499567,9.78536325278139,0,DDA,23536
830,A0A2U9PUT2,71874.8283333333,9618.13683640487,13.3817875596153,0,DDA,26398
906,A0QVI8,55660.2503333333,2321.29260122724,4.17046741134954,0,DDA,82565
1707,A0R5T0,2908.0749,1060.23496414941,36.4583100713608,0,DDA,32913
2285,I7GAJ0,573.68097,NA,NA,2,DDA,43658
180,A0A2U9PS49,182498.296666667,8189.56768663848,4.4874762319545,0,DDA,22457
2335,A0A2U9PQJ4,256.98645,NA,NA,2,DDA,35568
833,A0A8B4QLY5,50350.858,4802.13347738034,9.53734190066898,0,DDA,52606
589,L0J645,39503.5986666667,26683.9121500253,67.5480539765135,0,DDA,19241
1347,A0A653F8J6,6464.5759,2166.58511108254,33.514729266038,0,DDA,49655
97,L0J3Q9,63548.8036666667,5602.12929867495,8.81547562729878,0,DDA,21075
2305,A0A653FJ17,213.84984,NA,NA,2,DDA,15899
446,A0QW25,123066.027333333,12646.319964733,10.2760446881734,0,DDA,18536
1640,I7GBH4,1721.52033333333,579.264547799201,33.6484290416476,0,DDA,19515
1524,A0A2U9PRW7,2540.1983,1394.83952166451,54.9106548754287,0,DDA,12438
1802,A0QSA6,4274.899,300.794648876937,7.03629837516482,0,DDA,22508
2333,A0A8B4R214,NA,NA,NA,3,DDA,21617
483,A0A8B4R505,75180.0333333333,4402.54474877126,5.85600265598613,0,DDA,20991
1782,A0A8B4QFC7,14446.488,248.95249866591,1.72327349502461,1,DDA,29679
943,A0A2U9PJ66,908.501916666667,366.890882868777,40.3841616773816,0,DDA,31196
246,A0A2U9PSY2,1057389.06666667,286107.234878836,27.0578960855691,0,DDA,14662
1266,A0A653FE95,3353.74096666667,1016.91870165969,30.3219214532963,0,DDA,39718
1792,I7FHI9,1198.5499,596.20397393653,49.7437757023324,0,DDA,31190
806,A0QSH3,8662.3329,1184.52856487614,13.6744752083603,0,DDA,9834
479,A0A8B4R9I5,75144.7316666667,1589.92818564498,2.11582122975396,0,DDA,50044
